Seq ID	Sequence	K* Lower Bound	K* Upper Bound	K* Lower (log10)	K* Upper (log10)	Total # Confs.	Complex Pfunc Lower	Complex Pfunc Upper	Complex Free Energy Lower	Complex Free Energy Upper	Complex Epsilon	Complex # Confs.	Protein Pfunc Lower	Protein Pfunc Upper	Protein Free Energy Lower	Protein Free Energy Upper	Protein Epsilon	Protein # Confs.	Ligand Pfund Lower	Ligand Pfund Upper	Ligand Free Energy Lower	Ligand Free Energy Upper	Ligand Epsilon	Ligand # Confs.	Time (sec)
0	(no mutable residues)	8.534354e+28	9.145110e+28	28.9311706497851	28.96118895714682	2443	1.982230e+855	2.043859e+855	-1167.9678771838674	-1167.949719575798	0.030153359290918173	2380	3.006948e+770	3.083177e+770	-1052.1400725630629	-1052.1252254999806	0.02472430906692178	46	7.432521e+55	7.533294e+55	-76.30273121609288	-76.29474443357466	0.013377018362838661	17	415
