% These are from Abagyan R, Totrov M (1994) Biased probability monte carlo conformational searches and electrostatic calculations for peptides and proteins. J Mol Biol 235: 983–1002
ALA	0
VAL	0.5
LEU	0.75
ILE	0.75
PHE	0.58
TYR	0.99
TRP	0.97
CYS	1.14
MET	1.53
SER	1.19
THR	1.12
LYS	2.21
ARG	2.13
HIP	0.99
HID	0.99
HIE	0.99
ASP	0.61
GLU	1.65
ASN	0.81
GLN	2.02
GLY	0
CYX	1.14
