
 0.00000 0.00000 0.37725
 0.00000 4.50000 0.30251
 0.00000 9.00000 0.72209
 0.00000 13.50000 0.74589
 0.00000 18.00000 0.42128
 4.50000 0.00000 -0.84332
 4.50000 4.50000 2.31765
 4.50000 9.00000 0.22734
 4.50000 13.50000 -0.07866
 4.50000 18.00000 0.67912
 9.00000 0.00000 -0.03330
 9.00000 4.50000 0.68101
 9.00000 9.00000 -0.32212
 9.00000 13.50000 0.93761
 9.00000 18.00000 0.43585
 13.50000 0.00000 0.58877
 13.50000 4.50000 -1.16711
 13.50000 9.00000 0.40313
 13.50000 13.50000 -0.52519
 13.50000 18.00000 -0.63914
 18.00000 0.00000 1.24362
 18.00000 4.50000 -0.36393
 18.00000 9.00000 -0.61327
 18.00000 13.50000 0.26803
 18.00000 18.00000 -1.24108

