
 0.00000 0.00000 0.00569
 0.00000 4.50000 0.00727
 0.00000 9.00000 0.00078
 0.00000 13.50000 -0.00034
 0.00000 18.00000 -0.00198
 4.50000 0.00000 0.00481
 4.50000 4.50000 -0.00423
 4.50000 9.00000 0.00254
 4.50000 13.50000 0.00547
 4.50000 18.00000 0.01094
 9.00000 0.00000 -0.00064
 9.00000 4.50000 -0.00068
 9.00000 9.00000 -0.00630
 9.00000 13.50000 0.00124
 9.00000 18.00000 -0.00724
 13.50000 0.00000 0.00778
 13.50000 4.50000 -0.00555
 13.50000 9.00000 -0.00863
 13.50000 13.50000 0.00882
 13.50000 18.00000 0.00391
 18.00000 0.00000 0.04463
 18.00000 4.50000 0.04710
 18.00000 9.00000 0.03854
 18.00000 13.50000 0.04431
 18.00000 18.00000 0.04841

