
 0.00000 0.00000 0.00000 224033742963110360000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 0.00000 4.50000 440528361482354370000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 0.00000 9.00000 210179979029871670000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 0.00000 13.50000 227462408450665640000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 0.00000 18.00000 1508864797437985000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 4.50000 0.00000 329363123443339960000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 4.50000 4.50000 256589708649040370000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 4.50000 9.00000 -745205047473356300000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 4.50000 13.50000 -1627132485003901300000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 4.50000 18.00000 -915648588516290500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 9.00000 0.00000 829580499989018300000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 9.00000 4.50000 868340919061074600000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 9.00000 9.00000 -283964565864799300000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 9.00000 13.50000 -1346499578861257000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 9.00000 18.00000 -582173677388006600000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 13.50000 0.00000 916434526298755800000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 13.50000 4.50000 1166057795316197600000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 13.50000 9.00000 255949611343239000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 13.50000 13.50000 -419272017400852130000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 13.50000 18.00000 934194610104752100000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 18.00000 0.00000 -97388852396513020000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 18.00000 4.50000 112669307037915260000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 18.00000 9.00000 -526749707296646400000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 18.00000 13.50000 -591199790694397700000000000000000000000000000000000000000000000000000000000000000000000000.00000
 0.00000 18.00000 18.00000 1604725774178057000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 0.00000 0.00000 185815379982415500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 0.00000 4.50000 970828864491980500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 0.00000 9.00000 831035912507436100000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 0.00000 13.50000 482669313273152000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 0.00000 18.00000 1159973331349534600000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 4.50000 0.00000 -551381797377736300000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 4.50000 4.50000 575418163992266200000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 4.50000 9.00000 103120520909287740000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 4.50000 13.50000 -1019334448469417900000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 4.50000 18.00000 -1112763168333987600000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 9.00000 0.00000 -553819099579296300000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 9.00000 4.50000 1058469731090494400000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 9.00000 9.00000 681691853273496300000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 9.00000 13.50000 -591819134881623500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 9.00000 18.00000 -833242742412168000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 13.50000 0.00000 -516123074068550900000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 13.50000 4.50000 1335102718136883500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 13.50000 9.00000 1191918797253176700000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 13.50000 13.50000 224135305807808730000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 13.50000 18.00000 404948703693261200000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 18.00000 0.00000 -1156302741568311500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 18.00000 4.50000 346676029025293650000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 18.00000 9.00000 223684555460514540000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 18.00000 13.50000 -305789097122927800000000000000000000000000000000000000000000000000000000000000000000000000.00000
 4.50000 18.00000 18.00000 613932504088341300000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 0.00000 0.00000 418635499663328400000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 0.00000 4.50000 1107631571162919800000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 0.00000 9.00000 753768743978177900000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 0.00000 13.50000 105021160488521900000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 0.00000 18.00000 481252293285115060000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 4.50000 0.00000 -845758371135631500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 4.50000 4.50000 648154658618955700000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 4.50000 9.00000 328450866273256100000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 4.50000 13.50000 -945187411438683700000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 4.50000 18.00000 -1455877181437796200000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 9.00000 0.00000 -1091336186920486000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 9.00000 4.50000 1126338937924538700000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 9.00000 9.00000 1089395961369554000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 9.00000 13.50000 -287341256389042000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 9.00000 18.00000 -1079526560213416300000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 13.50000 0.00000 -916684172890318200000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 13.50000 4.50000 1504469591752605100000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 13.50000 9.00000 1674316390519110800000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 13.50000 13.50000 545810913999200100000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 13.50000 18.00000 56830521006749580000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 18.00000 0.00000 -1072282596809445700000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 18.00000 4.50000 725783092016385300000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 18.00000 9.00000 705647225714607500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 18.00000 13.50000 -118562126038070070000000000000000000000000000000000000000000000000000000000000000000000000.00000
 9.00000 18.00000 18.00000 56415658163143835000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 0.00000 0.00000 436874591425679630000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 0.00000 4.50000 615910069778892900000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 0.00000 9.00000 26740845470980907000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 0.00000 13.50000 -594926282538039500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 0.00000 18.00000 -26873932052856616000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 4.50000 0.00000 -995165345526250200000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 4.50000 4.50000 182410586422099700000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 4.50000 9.00000 -159989830152755140000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 4.50000 13.50000 -1272070173951576500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 4.50000 18.00000 -1608748339801719200000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 9.00000 0.00000 -1207592750256375000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 9.00000 4.50000 720599286050591500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 9.00000 9.00000 725891781430592800000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 9.00000 13.50000 -454167531394349500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 9.00000 18.00000 -1127279123658490200000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 13.50000 0.00000 -734926402834212600000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 13.50000 4.50000 1262215569841308600000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 13.50000 9.00000 1395536676614019500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 13.50000 13.50000 411628024627018640000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 13.50000 18.00000 -23749187134989518000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 18.00000 0.00000 -357428906402159470000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 18.00000 4.50000 780853030911171500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 18.00000 9.00000 551032353081120800000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 18.00000 13.50000 -230793338498208920000000000000000000000000000000000000000000000000000000000000000000000000.00000
 13.50000 18.00000 18.00000 -51192653043137036000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 0.00000 0.00000 -378663807484908130000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 0.00000 4.50000 -757759512450519600000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 0.00000 9.00000 -1317202254240636200000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 0.00000 13.50000 -1422552444635909800000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 0.00000 18.00000 -134862680594720970000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 4.50000 0.00000 -1701057690624137500000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 4.50000 4.50000 -1176303973908676700000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 4.50000 9.00000 -1460283801363313000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 4.50000 13.50000 -1963238895451865400000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 4.50000 18.00000 -1509255870210760800000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 9.00000 0.00000 -1684272640022098300000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 9.00000 4.50000 -604291738946936600000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 9.00000 9.00000 -622315877192962100000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 9.00000 13.50000 -1196344695281383000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 9.00000 18.00000 -1067338378818811200000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 13.50000 0.00000 -827432919313370000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 13.50000 4.50000 85258428135577050000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 13.50000 9.00000 47199081112702680000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 13.50000 13.50000 -400108962896187000000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 13.50000 18.00000 -61204658317049200000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 18.00000 0.00000 72057551074721880000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 18.00000 4.50000 -70655316436207740000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 18.00000 9.00000 -620948517076807400000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 18.00000 13.50000 -957175449293885400000000000000000000000000000000000000000000000000000000000000000000000000.00000
 18.00000 18.00000 18.00000 -45633837516495780000000000000000000000000000000000000000000000000000000000000000000000000.00000

