
 0.00000 0.00000 0.00000 0.00068
 0.00000 0.00000 4.50000 0.00046
 0.00000 0.00000 9.00000 -0.00038
 0.00000 0.00000 13.50000 0.00008
 0.00000 0.00000 18.00000 0.00327
 0.00000 4.50000 0.00000 -0.00015
 0.00000 4.50000 4.50000 0.00037
 0.00000 4.50000 9.00000 -0.00011
 0.00000 4.50000 13.50000 0.00039
 0.00000 4.50000 18.00000 0.00348
 0.00000 9.00000 0.00000 -0.00052
 0.00000 9.00000 4.50000 0.00026
 0.00000 9.00000 9.00000 -0.00006
 0.00000 9.00000 13.50000 0.00055
 0.00000 9.00000 18.00000 0.00376
 0.00000 13.50000 0.00000 -0.00064
 0.00000 13.50000 4.50000 0.00002
 0.00000 13.50000 9.00000 -0.00014
 0.00000 13.50000 13.50000 0.00088
 0.00000 13.50000 18.00000 0.00468
 0.00000 18.00000 0.00000 -0.00087
 0.00000 18.00000 4.50000 -0.00047
 0.00000 18.00000 9.00000 -0.00030
 0.00000 18.00000 13.50000 0.00157
 0.00000 18.00000 18.00000 0.00644
 4.50000 0.00000 0.00000 0.00105
 4.50000 0.00000 4.50000 0.00100
 4.50000 0.00000 9.00000 0.00004
 4.50000 0.00000 13.50000 0.00023
 4.50000 0.00000 18.00000 0.00314
 4.50000 4.50000 0.00000 0.00012
 4.50000 4.50000 4.50000 0.00082
 4.50000 4.50000 9.00000 0.00012
 4.50000 4.50000 13.50000 0.00015
 4.50000 4.50000 18.00000 0.00271
 4.50000 9.00000 0.00000 -0.00053
 4.50000 9.00000 4.50000 0.00039
 4.50000 9.00000 9.00000 -0.00022
 4.50000 9.00000 13.50000 -0.00020
 4.50000 9.00000 18.00000 0.00238
 4.50000 13.50000 0.00000 -0.00098
 4.50000 13.50000 4.50000 -0.00023
 4.50000 13.50000 9.00000 -0.00071
 4.50000 13.50000 13.50000 -0.00025
 4.50000 13.50000 18.00000 0.00297
 4.50000 18.00000 0.00000 -0.00145
 4.50000 18.00000 4.50000 -0.00102
 4.50000 18.00000 9.00000 -0.00110
 4.50000 18.00000 13.50000 0.00036
 4.50000 18.00000 18.00000 0.00487
 9.00000 0.00000 0.00000 0.00052
 9.00000 0.00000 4.50000 0.00083
 9.00000 0.00000 9.00000 0.00016
 9.00000 0.00000 13.50000 0.00053
 9.00000 0.00000 18.00000 0.00352
 9.00000 4.50000 0.00000 -0.00005
 9.00000 4.50000 4.50000 0.00099
 9.00000 4.50000 9.00000 0.00046
 9.00000 4.50000 13.50000 0.00045
 9.00000 4.50000 18.00000 0.00282
 9.00000 9.00000 0.00000 -0.00043
 9.00000 9.00000 4.50000 0.00076
 9.00000 9.00000 9.00000 0.00017
 9.00000 9.00000 13.50000 -0.00002
 9.00000 9.00000 18.00000 0.00217
 9.00000 13.50000 0.00000 -0.00063
 9.00000 13.50000 4.50000 0.00027
 9.00000 13.50000 9.00000 -0.00031
 9.00000 13.50000 13.50000 -0.00019
 9.00000 13.50000 18.00000 0.00255
 9.00000 18.00000 0.00000 -0.00082
 9.00000 18.00000 4.50000 -0.00034
 9.00000 18.00000 9.00000 -0.00062
 9.00000 18.00000 13.50000 0.00046
 9.00000 18.00000 18.00000 0.00449
 13.50000 0.00000 0.00000 -0.00027
 13.50000 0.00000 4.50000 0.00039
 13.50000 0.00000 9.00000 0.00022
 13.50000 0.00000 13.50000 0.00108
 13.50000 0.00000 18.00000 0.00440
 13.50000 4.50000 0.00000 -0.00040
 13.50000 4.50000 4.50000 0.00093
 13.50000 4.50000 9.00000 0.00076
 13.50000 4.50000 13.50000 0.00105
 13.50000 4.50000 18.00000 0.00354
 13.50000 9.00000 0.00000 -0.00034
 13.50000 9.00000 4.50000 0.00100
 13.50000 9.00000 9.00000 0.00059
 13.50000 9.00000 13.50000 0.00048
 13.50000 9.00000 18.00000 0.00257
 13.50000 13.50000 0.00000 -0.00009
 13.50000 13.50000 4.50000 0.00081
 13.50000 13.50000 9.00000 0.00019
 13.50000 13.50000 13.50000 0.00017
 13.50000 13.50000 18.00000 0.00260
 13.50000 18.00000 0.00000 0.00024
 13.50000 18.00000 4.50000 0.00055
 13.50000 18.00000 9.00000 0.00003
 13.50000 18.00000 13.50000 0.00075
 13.50000 18.00000 18.00000 0.00430
 18.00000 0.00000 0.00000 -0.00082
 18.00000 0.00000 4.50000 -0.00003
 18.00000 0.00000 9.00000 0.00024
 18.00000 0.00000 13.50000 0.00163
 18.00000 0.00000 18.00000 0.00533
 18.00000 4.50000 0.00000 -0.00083
 18.00000 4.50000 4.50000 0.00048
 18.00000 4.50000 9.00000 0.00061
 18.00000 4.50000 13.50000 0.00131
 18.00000 4.50000 18.00000 0.00408
 18.00000 9.00000 0.00000 -0.00064
 18.00000 9.00000 4.50000 0.00052
 18.00000 9.00000 9.00000 0.00020
 18.00000 9.00000 13.50000 0.00031
 18.00000 9.00000 18.00000 0.00252
 18.00000 13.50000 0.00000 -0.00014
 18.00000 13.50000 4.50000 0.00038
 18.00000 13.50000 9.00000 -0.00039
 18.00000 13.50000 13.50000 -0.00045
 18.00000 13.50000 18.00000 0.00187
 18.00000 18.00000 0.00000 0.00060
 18.00000 18.00000 4.50000 0.00035
 18.00000 18.00000 9.00000 -0.00059
 18.00000 18.00000 13.50000 -0.00022
 18.00000 18.00000 18.00000 0.00295

